ID,User Story,Requirements,Manual Scenario,domain
194,"BP - (Misc) As a User, I want to Replace resources via Resource Lookup from Nav Panel","1. Be able to still see and click on the button “Replace“ to select another Resource via Resource Lookup from Nav Panel in Page Builder, after selecting a Resource successfully, as per design
2. Lookup feature:Page background
3. should ONLY update tooltips: “Select an image from your Resourcecustomsingular area“ for this *Replace* button (previous tooltips on Select button remain the same) to the areas:Page background
4.should ONLY update tooltips: “Select a video from your Resourcecustomsingular area“ for this *Replace* button (previous tooltips on Select button remain the same) to the areas: Video Widget","Scenario: User can replace resources in Page Builder using Resource Lookup  
    Given the user is in Page Builder and viewing a Page  
    When the user clicks the ""Replace"" button for a resource in the Nav Panel  
    Then the user should be able to select another resource via Resource Lookup  
    And the tooltip for the ""Replace"" button should update to ""Select an image from your Resource custom singular area"" when replacing a page background  
    And the tooltip for the ""Replace"" button should update to ""Select a video from your Resource custom singular area"" when replacing a video widget  
    And the tooltip for the ""Select"" button remains the same as before  
    And the resource is updated with the newly selected resource after confirming via the Resource Lookup  
    And the ""Replace"" button should behave as per design after selecting a new resource  ",Brand Management
195,"PB - As an Internal User, I want to have MCP(development use only) settings to enable/disable features per Epic for Drag & Drop Page MVP ","1. Add a MCP setting “Smart Page: Widgets combining Block“ under Development Use only for Epic:
2.Add a MCP setting “Smart Page: Image Resizing“ under Development Use only
3. Add a MCP setting “Smart Pages - Page Templates (development use only)“ under Development Use only
4.Add a MCP setting “Smart Page: Page Grouping“ under Development Use only","Scenario: Internal user can configure MCP settings for Smart Page features  
    Given the internal user has access to the MCP settings under ""Development Use only"" for the Epic  
    When the user views the MCP settings page  
    Then the following settings should be available:  
      | Setting Name                            | Description                                        |
      | ""Smart Page: Widgets combining Block""    | Enables or disables the combining of widgets with blocks on smart pages |  
      | ""Smart Page: Image Resizing""             | Enables or disables image resizing functionality on smart pages |  
      | ""Smart Pages - Page Templates""           | Enables or disables the use of page templates in smart pages |  
      | ""Smart Page: Page Grouping""              | Enables or disables page grouping functionality on smart pages |  

    When the user toggles any of these settings,  
    Then the corresponding feature for Smart Pages should be enabled or disabled as per the setting's state  
    And the changes should only apply in the development environment for testing and validation purposes  
",Brand Management
196,"PB - As a User, I want to see a Smart Page  template popup after click on V2 create","1. Be able to go to V3 Page Builder and see a Page Template popup, after clicking on Smart Page from V2 Page creation popup, as per design
2. Be able to see the popup: Popup Subject
3.the default background page in Page Builder behind the template popup is an empty default page with three empty Sections
4. Current “template“ and “thumbnails” design are dummy/mock ones, once the real templates are final we will import them with the task: ","Scenario: User sees Smart Page template popup after clicking on V2 create  
    Given the user is on the V2 Page creation popup  
    When the user clicks on ""Smart Page"" option in the V2 Page creation popup  
    Then the user should be redirected to V3 Page Builder with the Smart Page template popup appearing as per design  

    And the popup should display the following elements:  
      | Element          | Description                                               |
      |------------------|-----------------------------------------------------------|
      | Popup Subject    | Displays the subject or title of the popup, as per design |  

    And the background page in the Page Builder behind the template popup should be an empty default page  
      And the empty default page should have three empty Sections  
    And the current “template” and “thumbnails” displayed should be dummy/mock ones  
    But once the real templates are final, they will be imported and displayed as per the task  
    When the user interacts with the popup and selects a template,  
    Then the selected template should be applied in the V3 Page Builder as expected",Brand Management
197,"PB - As a User, I want to create an empty  Smart Page from the template popup","1. Be able to see and click on the button : “Start with a blank template” as per design
2.Be able to see selected effect as per design first_template  (under “Colours“) will be selected, see: 
3. A Blank / empty Smart Page will be created and loaded Page Builder (with three empty Sections)
","Scenario: User creates an empty Smart Page from the template popup  
    Given the user is in the Smart Page template popup  
    When the user clicks on the ""Start with a blank template"" button  
    Then the button should be clickable and should follow the design specifications  
    And the ""Colours"" section in the template popup should have the ""first_template"" effect selected as per design  
    And the user should see the selected effect highlighted  
    When the user clicks the ""Start with a blank template"" button,  
    Then a blank/empty Smart Page should be created and loaded into the Page Builder  
    And the Page Builder should display three empty Sections in the new Smart Page  ",Brand Management
198,"PB - As a User, I want to select a Template from Template popup","1. Be able to see templates from the popup and to click on one template (incl. the blank template) as per design with *hover* and *selected* effects & experience
","Scenario: User selects a template from the template popup  
    Given the user is in the Smart Page template popup  
    When the user hovers over a template  
    Then the hover effect should be applied to the template as per design  
    When the user clicks on a template (including the blank template)  
    Then the template should be selected with the selected effect applied as per design  
    And the selected template should be applied to the Page Builder  
    And the user should be taken to Page Builder with the selected template loaded  ",Brand Management
199,"PB - As a User, I want to see previews of Page templates as in thumbnails","1. Be able to see thumbnails of pre-defined Page Templates from the popup as per design 
2. Current “template“ and “thumbnails” design are dummy/mock ones, once the real templates are final we will import them with the task: ","cenario: User sees previews of Page Templates as thumbnails  
    Given the user is in the Smart Page template popup  
    When the user opens the template popup  
    Then the user should see thumbnails of pre-defined Page Templates as per design  
    And each template should display a thumbnail preview of the Page Template  
    And the current template and thumbnail design are mock templates  
    When the real templates are finalized  
    Then the real templates and thumbnails should be displayed in the popup as part of the import process",Brand Management
200,"PB - As a User, I want to edit and save a Smart Page with template after it's loaded","1. Be able to continue editing and saving the Smart Page with loaded page template
2.Current “template“ and “thumbnails” design are dummy/mock ones, once the real templates are final we will import them with the task: ","Scenario: User edits and saves a Smart Page with a loaded template  
    Given the user has selected and loaded a page template in Smart Page Builder  
    When the user starts editing the Smart Page  
    Then the user should be able to continue editing the page with the loaded template  
    And the user should be able to save the changes to the Smart Page  
    And the current template and thumbnail designs are mock templates  
    When the real templates are finalized  
    Then the real templates should be imported and displayed in the Smart Page Builder as part of the import process",Brand Management
201,"PB - As a User, I want to apply/load a selected Smart Page template in Page Builder","1. Be able to click on one of the Templates and proceed to Page Builder as per design
2.Current “template“ and “thumbnails” design are dummy/mock ones, hence the selected “Templates“ *will be loaded as an empty Smart Page*
3. Once the real templates are final we will import them with the task:, and the real templates will be loaded accurately","Scenario: User selects and loads a Smart Page template in Page Builder
    Given the user is in the Smart Page template selection popup  
    When the user clicks on one of the available templates  
    Then the user should be redirected to Page Builder with the selected template loaded as an empty Smart Page  
    And the current templates and thumbnails are mock templates  
    When the real templates are finalized  
    Then the real templates should be imported and displayed in the Smart Page Builder accurately",Brand Management
202,"BP - (Misc) As a User, I want to see the Page Tree remain the same while switching Pages from Nav Panel","1. Be able to see Page Tree remain the same while switching pages from Nav Panel during Viewing or Editing
2. If the parent page is expanded with sub-pages displayed under it, the Tree view should remain the same while switching to any other pages","Scenario: User switches between pages and Page Tree remains unchanged
    Given the user is viewing or editing a page with the Page Tree open  
    And the parent page is expanded with sub-pages displayed under it  
    When the user switches to another page from the Nav Panel  
    Then the Page Tree should remain the same and not collapse or change  
    And if the parent page is expanded with sub-pages, it should still be expanded when switching pages  ",Brand Management
203,"PB - (Misc) As a User, I want to further have an option to hide / unhide the download button for Images / Video","1. Be able to hide / un-hide download button for Image / Video Widgets added into Page via the hide/unhide button as per design
2. By default, Download button is unhidden","Scenario: User hides and unhides the download button for Image/Video Widgets
    Given an Image or Video Widget is added to the page
    And the download button is visible by default  
    When the user clicks the hide button for the download button  
    Then the download button should be hidden for that Image or Video Widget  
    When the user clicks the unhide button for the download button  
    Then the download button should become visible again for that Image or Video Widget",Brand Management
204,"PB - As a User, I want to add Widgets directly to a Section","1. Be able to drag Widgets from Nav to Section directly in Page Builder on Create/Edit mode Widgets: all existing ones, and a new Widget: ""Spacer"" see in corresponding 
2. For default config settings on Nav for each Widgets combined with 'Block', see in corresponding 
3. Be able to drag max. 6 Widgets to one Section
4. Be able to see *only* Section under Core elements from Nav to drag in without “Block“ option any more","Scenario: User adds Widgets directly to a Section in Page Builder
    Given the user is in Create/Edit mode in Page Builder
    And the user has access to Widgets in the Nav panel
    When the user drags a Widget from the Nav panel to a Section
    Then the Widget should be added directly to the Section
    And the Widget should be added with default configuration settings, as per design
    And the user can add up to 6 Widgets to one Section
    And the Section should be the only available option to drag Widgets into under Core elements
    And the user should not see the “Block” option when dragging Widgets to the Section
",Brand Management
205,"PB - As a User, I want to add a new Widget ""Spacer""","1. Be able to see and drag a new type of Widget ""Spacer"" as per design in a Section from Nav
2. Be able to see and configure settings for Spacer in order: Colour (by default, #FFFFFF) Padding (by default, 0pt for all directions) Ratio (by default, it follows the existing behaviour: 12 for an empty Section)
3. Be able to further drag a Section in this Widget (just to cater to previous behaviour of dragging a Section to a Block)
","Scenario: User adds and configures a Spacer Widget in a Section
    Given the user is in Create/Edit mode in Page Builder
    And the user can see the ""Spacer"" Widget in the Nav panel
    When the user drags the ""Spacer"" Widget from the Nav panel to a Section
    Then the Spacer Widget should be added to the Section
    And the Spacer Widget should have default settings:
      | Property | Default Value  |
      | Colour   | #FFFFFF        |
      | Padding  | 0pt (all sides) |
      | Ratio    | 12 (for empty Section) |
    When the user opens the Spacer Widget settings
    Then the user should be able to modify the Colour, Padding, and Ratio properties
    When the user drags a Section into the Spacer Widget
    Then the Section should be successfully nested inside the Spacer Widget",Brand Management
206,"PB - As a User, I want to delete a Widget with the underlying Block","1. Be able to delete a Widget with the same experience of deleting the old Widget

","Scenario: User deletes a Widget along with its underlying Block
    Given the user is in Create/Edit mode in Page Builder
    And the user has added a Widget with an underlying Block to a Section
    When the user selects the Widget
    And the user clicks the delete button
    Then the Widget and its underlying Block should be removed from the Section
    And the deletion experience should be the same as deleting the old Widget",Brand Management
207,"PB - As a User, I want to have Text Box Widget toolbar as a whole for the combo of Block & Widget","1. Be able to select Text Box Widget and Block as a whole, and the bounding box will be highlighted as the same experience as old Block's bounding box
2. Be able to see previously defined text box toolbar with Up arrow only with the Block bounding box experience","Scenario: User selects Text Box Widget and sees the combined toolbar experience
    Given the user is in Create/Edit mode in Page Builder
    And the user has added a Text Box Widget inside a Block
    When the user selects the Text Box Widget
    Then the entire bounding box of the Text Box Widget and Block should be highlighted
    And the toolbar should appear with the previously defined text box options
    And the toolbar should include only the Up arrow as per the Block bounding box experience",Brand Management
208,"PB - As a User, I want to only select & see the combo of Widget and Block (bounding box experience) in Page Builder","1. Be able to select Widget and Block as a whole, and the bounding box will be highlighted as the same experience as old Block's bounding box
2. Be able to only navigate Up back to the Section
","Scenario: User selects a Widget and Block as a whole in Page Builder
    Given the user is in Create/Edit mode in Page Builder
    And the user has added a Widget inside a Block
    When the user selects the Widget
    Then the entire bounding box of the Widget and Block should be highlighted
    And the selection experience should match the previous Block bounding box behavior
    And the user should only be able to navigate up to the Section",Brand Management
209,"PB - As a User, I want to undo & redo actions for the combo of Widget & Block","1. Be able to Undo & Redo actions of the Widget & Block as whole
2. Adding Widgets with Blocks to Page (dragging in)
3. Removing/deleting Widgets with Blocks from Page
4. Moving Widgets with Blocks by dragging"," Scenario: User performs Undo & Redo actions for Widget and Block as a whole  
    Given the user is in Create/Edit mode in Page Builder  
    And the user has added a Widget inside a Block  
    When the user drags a Widget with a Block into the Page  
    And the user clicks ""Undo""  
    Then the Widget and Block should be removed from the Page  
    When the user clicks ""Redo""  
    Then the Widget and Block should reappear in the Page at the same position  
    When the user moves the Widget and Block by dragging  
    And the user clicks ""Undo""  
    Then the Widget and Block should return to their previous position  
    When the user deletes a Widget and Block from the Page  
    And the user clicks ""Undo""  
    Then the Widget and Block should be restored in their previous state  
    When the user clicks ""Redo""  
    Then the Widget and Block should be deleted again  ",Brand Management
210,"PB - As a User, I want to see a new landing page","1. Be able to see just empty Sections with no ""Blocks""","Scenario: User views a new landing page with empty Sections  
    Given the user is in Page Builder  
    When the user creates a new landing page  
    Then the page should display empty Sections  
    And there should be no Blocks inside the Sections  ",Brand Management
211,"PB - As a User, I want to report Resource Download (Preview) action in Usage Reporting for Custom Page Module","1. Be able to track the Smart Page usage reporting and User’s usage reporting for resource download action (Preview type of Resource, aka “Good“ quality)
2. Module appears if it applies to User’s usage report, whilst in Custom Page usage report the Module will not be displayed
3.“Custom Page“ is dynamic to the setting configured in Admin: {Custom Custom Page Module singular}
4. Action: Resource Download (Preview) 
","Scenario: Log resource download (Preview) action in Smart Page usage reporting  
    Given the user is in the Smart Page module  
    When the user downloads a resource in Preview quality  
    Then the action should be recorded in the Smart Page usage report  
    And the module name should be displayed dynamically based on the admin settings  ",Brand Management
212,"PB - As a User, I want to report on Resource downloaded (Preview) separately than added in Smart Page for Resource Module (Usage)","1. Be able to track Resource usage reporting and User’s usage reporting - Resource download action that happens in Smart Pages for previously uploaded Resource (Preview type of Resource, aka “Good“ quality) via Resource Lookup
","Scenario: Track Resource download (Preview) separately in Smart Page usage reporting  
    Given the user is in the Smart Page module  
    And the user performs a Resource lookup in the Smart Page  
    When the user downloads a resource in Preview quality  
    Then the Resource download action should be tracked separately in the usage report  
    And the action should be recorded for the previously uploaded Resource (Preview type)  
    And the action should be reported under the Resource Module (Usage) for Smart Pages  ",Brand Management
214,"PB - (FE components) As a User, I want to move a sub page to become a standalone Simple Page (Parent)","1.Be able to move a sub-Page to become a standalone Page that doesn’t contain any sub-Page, via drag-and-drop from Navigation Panel on editing mode in Page Builder
2. Be able to see the updated order / hierarchy of Page list from Navigation Panel
3. By default, the page list is in order of Last Updated as the same as V2 index list. Once the Navigation Panel gets re-ordered successfully by a User, the new order of Nav Panel will be updated and remain the latest order on editing and viewing till it gets updated again No snackbar, no undo","Scenario: Move a sub-page to become a standalone Page in Page Builder  
    Given the user is in Page Builder in editing mode  
    And the user has a sub-page in the Navigation Panel  
    When the user drags and drops the sub-page from the Navigation Panel  
    Then the sub-page should become a standalone page without any sub-pages  
    And the order and hierarchy of the page list in the Navigation Panel should be updated accordingly  
    And the page list should be ordered by ""Last Updated"" by default, as per the V2 index list  
    And the new order should be retained in the Navigation Panel during editing and viewing, until the order is updated again  
    And no snackbar or undo action should be displayed for this change",Brand Management
215,"PB - As a User, I want to re-order pages within the same parent/root via Nav - FE integration","1. Be able to re-order Pages via drag-and-drop from Nav Panel during editing
2. Sub-pages will be moved all together with Page if it contains any
3. After drag-and-drop of Pages, Sub-pages will be *collapsed* under Page from Nav Panel
4. Be able to re-order sub-Pages via drag-and-drop within the *same* parent Page from Nav Panel during editing
5. Be able to re-order root-Pages via drag-and-drop from Nav Panel during editing This ticket does NOT include drag-and-drop across Parent
","Scenario: Re-order pages and sub-pages within the same parent via drag-and-drop in Navigation Panel
    Given the user is in Page Builder in editing mode  
    And the user has multiple pages and sub-pages in the Navigation Panel  
    When the user drags and drops a page within the same parent/root in the Navigation Panel  
    Then the page should be re-ordered within the Navigation Panel  
    And if the page contains sub-pages, the sub-pages will be moved together with the page  
    And after drag-and-drop, sub-pages will be collapsed under the parent page in the Navigation Panel  
    And the user should be able to re-order sub-pages within the same parent page by drag-and-drop  
    And the user should be able to re-order root pages by drag-and-drop within the Navigation Panel  
    And the drag-and-drop should not include re-ordering across different parent pages",Brand Management
216,"PB - As a User, I want to be able to download the resources added to the page, if I have permission to do so - Video widget","1. Be able to *ONLY* see the download button as per design to download the added resources on Editing, Previewing & Viewing of Simple Page *by hovering on Widgets*:
2. Video resource from Video Widget
3. Be able to see tooltips “Download“ by hovering on the download button as per design
4. background images won’t be downloadable with native download button experience
5. Resources added via URL won't be directly downloadable but opened in a new tab can downloaded from there Reason: we cannot differentiate internal CDN or external CDN link urls, and the CDN link has its own behaviour in terms of opening it","Scenario: User can download video resource added to the page if they have permission
    Given the user is on a Simple Page in editing, previewing, or viewing mode  
    And the user has permission to download resources  
    And the user is hovering over the Video Widget  
    When the user hovers on the Video Widget  
    Then the download button should appear as per design to download the video resource  
    And the tooltip ""Download"" should be visible when hovering on the download button  
    And the background images should not be downloadable via the native download button  
    And resources added via URL should not be directly downloadable  
    But will open in a new tab for downloading, if the URL is external or from a CDN link",Brand Management
217,"PB - As a User, I want to move a sub page to become a standalone Smart Page (Parent)","1. Be able to move a sub-Page to become a standalone Page that doesn’t contain any sub-Page, via drag-and-drop from Navigation Panel on editing mode in Page Builder
2. Be able to see the updated order / hierarchy of Page list from Navigation Panel
3. By default, the page list is in order of Last Updated as the same as V2 index list. Once the Navigation Panel gets re-ordered successfully by a User, the new order of Nav Panel will be updated and remain the latest order on editing and viewing till it gets updated again no snackbar, no undo","Scenario: User moves a sub-page to become a standalone Smart Page
    Given the user is in editing mode in Page Builder  
    And the user has a sub-page in the Navigation Panel  
    When the user drags the sub-page to the root level in the Navigation Panel  
    Then the sub-page should become a standalone Smart Page without any sub-pages  
    And the page list in the Navigation Panel should reflect the updated hierarchy  
    And the page list should be ordered by ""Last Updated"" by default  
    And the new order of pages should persist in both editing and viewing modes  
    And no snackbar notification should appear during the move  
    And no undo action will be available after the move",Brand Management
218,"PB - As a User, I want the status of  Resource added via Resource Lookup to be linked with Resource module - resource permission lost scenario","1. Be able to only see page contents (Resources uploaded previously from resource lookup) against my own permission of the resources (it’s a permission check on the resources from resource module perspective, NOT page permissions)
2. Be able to see placeholders icon in the middle (image/video widget icon) and permission lost icon as per design if the user has no permission on specific resources whilst editing/previewing/viewing the page
3. Be able to see tooltips by hovering on the permission lost icon as per design 
","Scenario: User views page with resources they do not have permission to access
    Given the user is editing, previewing, or viewing a page with resources added via Resource Lookup
    And the user does not have permission for some of the resources
    When the user views a page with those resources
    Then the user should see a placeholder icon (image/video widget icon) for the resources they do not have permission to access
    And the user should see a permission lost icon for the resources without permission
    And the permission lost icon should display a tooltip when hovered over
    And the resources they do not have permission for should not be visible in the page contents",Brand Management
219,"PB - As an internal User, I want to set Page limits via MCP settings","1. Be able to set Page limits on MCP control panel for client sites
2. Page limits are set with a number: 2, by default for a new client created on MCP), which restrict client’s site with a total amount of Drag & Drop Pages could be created by users 
3. Location: Platform Restriction area, after Custom Page Limit","Scenario: Internal User sets page limits for a client site via MCP control panel
    Given the internal user is on the MCP control panel
    And the user is in the Platform Restriction area after the Custom Page Limit section
    When the internal user sets the page limit for a new client site to a number, for example, 2
    Then the page limit for the new client site should be restricted to the specified number of Drag & Drop Pages (2 in this case)
    And the page limit setting should apply to the client's site immediately after creation
    And users should be unable to create more than the set number of Drag & Drop Pages on the client site",Brand Management
220,"PB - As a User, I want to see sub-pages in Custom Page v2 index list (with a subtitle for parent)","1. Be able to see a new row of information: ""Parent: {parent page name}"" after clicking on ""+"" button from the v2 index list for *sub-pages*
2. By default, Parent page info along with Added & Last Updated are collapsed and invisible under Page Title
3. Parent Page Name design is the same with Added and Last Updated
4. Be able to click on {parent simple page name} and go to view the parent page","Scenario: User sees sub-pages with parent page information in the v2 index list
    Given the user is on the Custom Page v2 index list
    When the user clicks on the ""+"" button for a sub-page
    Then a new row should be displayed with the subtitle ""Parent: {parent page name}"" below the sub-page entry
    And the Parent page info along with Added and Last Updated timestamps should be collapsed and hidden by default under the Page Title
    And the Parent Page Name should have the same design style as Added and Last Updated
    When the user clicks on the Parent page name
    Then the user should be navigated to view the parent page",Brand Management
221,"PB - As a User, I want to configure permissions of sub-pages in Admin -> Group","1. Be able to see and configure sub-pages under their parent pages in line with design of resource folder/sub-folders in Admin - Group - Permission
2. Be able to trigger propagation in line with the same logic of resource folder/sub-folders in Admin - Group - Permission","Scenario: User configures permissions for sub-pages under their parent pages
    Given the user is in the Admin -> Group -> Permission section
    When the user views the list of pages
    Then the user should be able to see and configure sub-pages listed under their respective parent pages in the same manner as resource folders/sub-folders
    When the user configures the permissions for a parent page
    And triggers propagation for permissions
    Then the permissions should propagate to all sub-pages under that parent page, following the same logic as resource folder/sub-folder permission propagation",Brand Management
225,"PB - (DND replace) As a User, I want to create a sub-page for an exisiting Smart Page via Nav","1. Be able to click on setting button of a simple page from Nav as per design
2. Be able to see the sub-page popup as per design
3. Be able to input the sub page's title and save (change ""Done"" to ""Save"")
4. Same validation as Page title input with same design / components
5. Be able to see the field placeholder “Add page name“ before inputing a value as per design
6. Be able to see the the created sub-page name displayed under the parent Page Order: by default, last updated descending aka. most recently updated to least","Scenario: Create a sub-page from the navigation panel for an existing Smart Page
    Given the user is on the Nav panel
    When the user clicks on the setting button of a Smart Page
    Then the sub-page popup should appear as per design
    When the user inputs a sub-page title and clicks ""Save""
    Then the input field should be validated in the same way as the Page title input
    And the placeholder text ""Add page name"" should appear before inputting a value
    And the sub-page should be created under the parent page, with the name displayed in the order of Last Updated descending",Brand Management
233,"PB - As a User, I want to see Nav panel when viewing a Simple Page","1. Be able to see the new extend / collapse button icon from the top left to open the Left Side Panel as Page Nav as per design 
2. Be able to see all the saved Simple pages from the Left Side Panel against current user’s permission as per design 
3. By default, in oder of Last Updated as the same in v2 index list
4. Be able to see the currently opened page in effect as per design from Nav (background: grey-100, font in bold style)
5. Be able to click on and switch to viewing the designated page For details","Scenario: User views and interacts with the Navigation Panel on a Simple Page  
    Given the user is viewing a Simple Page  
    When the user clicks the extend/collapse button in the top left corner  
    Then the Left Side Panel (Page Nav) should open  
    And it should display all saved Simple Pages based on the user’s permissions  
    And the pages should be listed in order of Last Updated  
    And the currently opened page should be highlighted with a grey-100 background and bold font  
    When the user clicks on a different page in the navigation panel  
    Then the designated page should open for viewing ",Brand Management
234,"BP - As a User, I want to single select resources from Resource Lookup with unchangeable filter based on file type in Page Builder","1. Be able to see and select resources into Page Builder via Resource Lookup with unchangeable filter applied with results by default, depending on the target page area:
2. Page/Section/Block background: Filtering Options > General Options > File Format will be *locked* with only *Image* enabled
3. Image Widgets: Filtering Options > General Options > File Format will be *locked* with only *Image* enabled

","Scenario: User selects a resource with a locked file type filter in Page Builder  
    Given the user opens the Resource Lookup in Page Builder  
    When the user views the filtering options  
    Then the ""File Format"" filter should be locked  
    And it should only allow selecting ""Image"" file types  
    And the filtered results should be displayed by default based on the target page area  
    When the user selects an image resource  
    Then it should be added to the designated area in Page Builder  ",Brand Management
237,"As a user, I want to see added information saved to request when I click on Navigation buttons for Single Page","1.This should follow same requirements as in but with the below additional handling to what has already been done in Grouped work:
2. If ‘Complete Stage’ is present and selected/deselected (either via bulk apply, or single) then this is retained on the individual item level as user navigates between items (either toggles, save & next, or clicking out of single > back to list > back to single)
3. If ‘Hide Decline’ feature is enabled, then only ‘Approve’ or ‘Approve with Comments’ (when that is enabled) can be selected. This should also be retained on the individual item level as user navigates between items (either toggles, save & next, or clicking out of single > back to list > back to single)
","Scenario: Preserve request details when navigating between items  
    Given the user is viewing a request in Single Page view  
    And has updated information on the request  
    When the user navigates to another request using navigation buttons  
    Then the added information should be saved for the individual request  
    And it should be retained when the user navigates back to the request",Brand Management
238,As a user I want to see 'Bulk Review' in bulk review page header (page name),"1. When Bulk Review page is opened, as done in, name of page is simply ‘Bulk Review’","Scenario: Show correct page name in Bulk Review header  
    Given the user navigates to the Bulk Review page  
    When the page loads  
    Then the page header should display the title ""Bulk Review""  ",Brand Management
241,As a user I want to click 'Review Request' action in action dropdown in footer to open Bulk Approve Page (action redirect),"1. When Bulk ‘Review Request’ action is clicked, as done in, then the Bulk Review Request page opens
2.This ticket is specifically to handle the load/re-direct of user from Bulk List to the page, with subsequent ticket to handle the page UI  (and reusability of Grouped Review page)
3. If user closes this page, they are returned to the Approvals List
4. Previously selected items are still selected and Bulk Footer still displays in this scenario ","Scenario: User clicks 'Review Request' action and is redirected to Bulk Approve Page  
    Given the user is on the Bulk List page  
    When the user clicks the 'Review Request' action in the footer dropdown  
    Then the user should be redirected to the Bulk Review Request page  
    And if the user closes the Bulk Review Request page  
    Then they should be returned to the Approvals List  
    And the previously selected items should still be selected  
    And the Bulk Footer should still be displayed ",Brand Management
242,As a user I want to see 'Review Request' bulk action in action dropdown in footer,"1. When one item’s checkbox is selected, the Bulk Action footer bar displays 
2. When user clicks into ‘Select Bulk Action’ dropdown, the ‘Review Request’ action displays as per designs Clicking/action/redirect then handled in","Scenario: User sees 'Review Request' in Bulk Action dropdown  
    Given the user has selected at least one item in the list  
    When the user views the Bulk Action footer bar  
    Then the Bulk Action footer bar should be displayed  
    When the user clicks into the 'Select Bulk Action' dropdown  
    Then the 'Review Request' action should be visible as per the design  ",Brand Management
243,As a user I want to check cancel in footer to clear the select of all selected requests,"1. When one item’s checkbox is selected, the Bulk Action footer bar displays  'Cancel' action shows on right side of footer
2. Any items that were selected in the list are now de-selected
3.This means the checkbox for any enabled item in the list may now display again as selectable  ","Scenario: User clicks 'Cancel' to clear all selected requests  
    Given the user has selected at least one item in the list  
    When the Bulk Action footer bar is displayed  
    And the user clicks the 'Cancel' action in the footer  
    Then all selected items should be de-selected  
    And the checkbox for any enabled item in the list should become selectable again  ",Brand Management
247,"PB - As a User, I want to single-select resource from resource module overlay","1. Be able to *single-select resources only* to save the select from the overlay and then upload to designated area in Page Builder:  Image type resource for background of ,Page/Section/Block,Image, video, -or audio- type resource for Widgets: Image/Video/-Audio-
2. Be able to see the tooltips on exit button from top right corner (Currently in Database resource lookup overlay, the tooltips explains user flows of Database Records, which should be amend to be Simple Pages
3. Tooltip message: ""Close overlay. No selections will be added."" 
","Scenario: User selects a resource and sees tooltip on exit button  
    Given the user is in the resource module overlay  
    When the user selects a single resource for the designated area in Page Builder  
    Then the selected resource should be saved and uploaded to the designated area (Image for background or Image/Video/Audio for Widgets)  
    And when the user hovers over the exit button in the top right corner  
    Then the tooltip should display the message ""Close overlay. No selections will be added.""  
    And the tooltip message should explain the user flows of Simple Pages instead of Database Records  ",Brand Management
248,"PB - As a User, I want to report Create Page action in the usage reporting","1. Be able to see Simple Page reporting on Create action
2. User Usage Report
3. Custom Page Usage Report
4. Be able to search and export the Report on create action
5. To note: the searching rules and displaying will be natively handled"," Scenario: User can see Create Page action in usage reporting  
    Given the user is in the Usage Reporting section  
    When the user looks at the usage reports  
    Then the Create action for Simple Page should be visible in the User Usage Report  
    And the Create action for Simple Page should be visible in the Custom Page Usage Report  
    And the user should be able to search for and export the Create Page action report  
    And the searching rules and display should be handled natively  ",Brand Management
249,"PB - As a User, I want to report Edit Page action in the usage reporting","1. Be able to see Simple Page reporting on Edit action
2. User Usage Report
3. Custom Page Usage Report
4. Be able to search and export the Report on Edit action
5. To note: the searching rules and displaying will be natively handled","Scenario: User can see Edit Page action in usage reporting  
    Given the user is in the Usage Reporting section  
    When the user views the usage reports  
    Then the Edit action for Simple Page should be visible in the User Usage Report  
    And the Edit action for Simple Page should be visible in the Custom Page Usage Report  
    And the user should be able to search for and export the Edit Page action report  
    And the searching rules and display should be handled natively  ",Brand Management
250,"PB - As a User, I want to report Delete Page action in the usage reporting","1. Be able to see Simple Page reporting on Delete action
2. User Usage Report
3. Custom Page Usage Report
4. Be able to search and export the Report on Delete action
5. To note: the searching rules and displaying will be natively handled","Scenario: User can see Delete Page action in usage reporting  
    Given the user is in the Usage Reporting section  
    When the user views the usage reports  
    Then the Delete action for Simple Page should be visible in the User Usage Report  
    And the Delete action for Simple Page should be visible in the Custom Page Usage Report  
    And the user should be able to search for and export the Delete Page action report  
    And the searching rules and display should be handled natively  ",Brand Management
251,"PB - As a User, I want to report View Page action in the usage reporting","1. Be able to see Simple Page reporting on View action User Usage Report, Custom Page Usage Report
2. Be able to search and export the Report on View action
3. Be able to see Simple Page (as a type of Custom Pages) counts in User/Group Reports,Top Groups by Page Views, Top Users by Page Views, Content Reports, Top Viewed Custom Pages
","Scenario: User can see View Page action in usage reporting  
    Given the user is in the Usage Reporting section  
    When the user views the usage reports  
    Then the View action for Simple Page should be visible in the User Usage Report  
    And the View action for Simple Page should be visible in the Custom Page Usage Report  
    And the user should be able to search for and export the View Page action report  
    And the user should be able to see Simple Page counts in the following reports:  
      | User/Group Reports             | Top Groups by Page Views   | Top Users by Page Views  | Content Reports          | Top Viewed Custom Pages  |  
    And these reports should include Simple Page as a type of Custom Page  ",Brand Management
